+-------+-----------+-----------------------------------------------+--------+
|   #   | Thread    |                      Song                     |  Time  |
|  552  | Thread-2  |              热血大叔史丹利(MTV)              | 0.8122 |
|  553  | Thread-1  |                  沟通从心开始                 | 0.8117 |
|  554  | Thread-9  |                   想你(MTV)                   | 0.8117 |
|  555  | Thread-8  |                    大漠戈壁                   | 0.8115 |
|  556  | Thread-1  |                   历史的天空                  | 0.8112 |
|  557  | Thread-10 |                 我终于放弃了你                | 0.8111 |
|  558  | Thread-6  |                      朋友                     | 0.8109 |
|  559  | Thread-5  |                     放你飞                    | 0.8104 |
|  560  | Thread-10 |                    竹马青梅                   | 0.8104 |
|  561  | Thread-10 |                      飞鸟                     | 0.8103 |
|  562  | Thread-8  |                    圆(MTV)                    | 0.8082 |
|  563  | Thread-4  |               我不能没有你(MTV)               | 0.8079 |
|  564  | Thread-9  |                    舞法抗拒                   | 0.8078 |
|  565  | Thread-10 |                  我是谁(MTV)                  | 0.8077 |
|  566  | Thread-7  |                    长江之歌                   | 0.8077 |
|  567  | Thread-2  |                    雪(MTV)                    | 0.8076 |
|  568  | Thread-5  |                    说你爱我                   | 0.8073 |
|  569  | Thread-2  |                     茶叶青                    | 0.8068 |
|  570  | Thread-5  |                    踏歌丽江                   | 0.8067 |
|  571  | Thread-9  |                    每一个人                   | 0.8064 |
|  572  | Thread-6  |                    筝(MTV)                    | 0.8064 |
|  573  | Thread-3  |                   一个人写歌                  | 0.8064 |
|  574  | Thread-3  |                  喜事多(MTV)                  | 0.8063 |
|  575  | Thread-4  |             送郎拉住郎的手(演唱会)            | 0.8063 |
|  576  | Thread-5  |                 绝不放手(MTV)                 | 0.8063 |
|  577  | Thread-8  |                   Shake_Beer                  | 0.8060 |
|  578  | Thread-3  |               你就是我最想娶的人              | 0.8048 |
|  579  | Thread-3  |                    一无所有                   | 0.8043 |
|  580  | Thread-8  |                    飞越迷雾                   | 0.8042 |
|  581  | Thread-6  |                   嘲讽(MTV)                   | 0.8042 |
|  582  | Thread-3  |                    因为有你                   | 0.8037 |
|  583  | Thread-5  |                 我心多么挂念你                | 0.8036 |
|  584  | Thread-10 |                     拥抱我                    | 0.8035 |
|  585  | Thread-5  |                   圆谎(MTV)                   | 0.8030 |
|  586  | Thread-5  |                    无赖正义                   | 0.8028 |
|  587  | Thread-4  |                    写一首歌                   | 0.8024 |
|  588  | Thread-10 |                   夏天的海边                  | 0.8022 |
|  589  | Thread-9  |                      牵绊                     | 0.8020 |
|  590  | Thread-10 |                  听海(演唱会)                 | 0.8019 |
|  591  | Thread-1  |                      传说                     | 0.8016 |
|  592  | Thread-5  |                 别在枯树下停留                | 0.8013 |
|  593  | Thread-9  |                      不ok                     | 0.8011 |
|  594  | Thread-5  |                    如影随形                   | 0.8011 |
|  595  | Thread-7  |                      夏花                     | 0.8010 |
|  596  | Thread-1  |                      神说                     | 0.8007 |
|  597  | Thread-10 |               Don`T_Say_Goodbye               | 0.8005 |
|  598  | Thread-1  |                山水欢歌(演唱会)               | 0.8005 |
|  599  | Thread-7  |                      功夫                     | 0.8003 |
|  600  | Thread-7  |            那些我再也不做的事(高清)           | 0.8001 |
|  601  | Thread-2  |                  怎么爱才没错                 | 0.8001 |
|  602  | Thread-6  |                 感谢寂寞(MTV)                 | 0.8001 |
|  603  | Thread-3  |                当爱情熄灭了火焰               | 0.8000 |
|  604  | Thread-8  |                   说好不分手                  | 0.7999 |
|  605  | Thread-8  |                  爱你永不后悔                 | 0.7998 |
|  606  | Thread-7  |              天生我才必有用(MTV)              | 0.7996 |
|  607  | Thread-2  |                      雨衣                     | 0.7994 |
|  608  | Thread-4  |                      倩影                     | 0.7990 |
|  609  | Thread-1  |                     海连江                    | 0.7983 |
|  610  | Thread-4  |                   原点(MTV)                   | 0.7977 |
|  611  | Thread-4  |                  赞歌(蒙古19)                 | 0.7970 |
|  612  | Thread-6  |                    不要再问                   | 0.7970 |
|  613  | Thread-10 |               说不出的思念(MTV)               | 0.7967 |
|  614  | Thread-7  |                    海阔天空                   | 0.7967 |
|  615  | Thread-1  |                      I_Do                     | 0.7963 |
|  616  | Thread-3  |                爱错了人伤透了心               | 0.7963 |
|  617  | Thread-10 |                    南海之晨                   | 0.7957 |
|  618  | Thread-1  |                不要说我们是朋友               | 0.7956 |
|  619  | Thread-9  |                    火力全开                   | 0.7954 |
|  620  | Thread-10 |                   曾经小太阳                  | 0.7951 |
|  621  | Thread-7  |                 这样爱你够不够                | 0.7951 |
|  622  | Thread-10 |                  尼罗河的歌声                 | 0.7951 |
|  623  | Thread-5  |                  一切不能重头                 | 0.7949 |
|  624  | Thread-1  |                    红旗飘扬                   | 0.7949 |
|  625  | Thread-9  |                 苍天班的阿拉善                | 0.7946 |
|  626  | Thread-8  |               为你唱一首幸福的歌              | 0.7946 |
|  627  | Thread-10 |            我爱上隔壁阿水家的二姑娘           | 0.7945 |
|  628  | Thread-4  |                      迷局                     | 0.7941 |
|  629  | Thread-4  |                 夜半钟声(MTV)                 | 0.7941 |
|  630  | Thread-8  |                 客家米酒客家情                | 0.7937 |
|  631  | Thread-3  |                   哈你HONEY                   | 0.7935 |
|  632  | Thread-5  |                    决斗巴哈                   | 0.7929 |
|  633  | Thread-2  |                  故乡的小磨盘                 | 0.7929 |
|  634  | Thread-10 |                   最后的微笑                  | 0.7922 |
|  635  | Thread-7  |                   你有罪的心                  | 0.7920 |
|  636  | Thread-9  |                 越自然_悦倾心                 | 0.7914 |
|  637  | Thread-2  |                    爱的真谛                   | 0.7912 |
|  638  | Thread-8  |                    寂寞堂口                   | 0.7911 |
|  639  | Thread-1  |                牵你的手牵你的心               | 0.7907 |
|  640  | Thread-4  |                    爱情叛徒                   | 0.7905 |
|  641  | Thread-6  |                      不说                     | 0.7905 |
|  642  | Thread-10 |               回到小时候(影视剧)              | 0.7903 |
|  643  | Thread-2  |                    烟雨凤凰                   | 0.7897 |
|  644  | Thread-3  |          我睡在你眼睛的沙漠里(演唱会)         | 0.7896 |
|  645  | Thread-2  |                   眼泪是魔鬼                  | 0.7895 |
|  646  | Thread-8  |                      童年                     | 0.7894 |
|  647  | Thread-3  |                你爱我像谁(MTV)                | 0.7888 |
|  648  | Thread-6  |                   心还在等待                  | 0.7882 |
|  649  | Thread-3  |                 大连是个好地方                | 0.7879 |
|  650  | Thread-8  |                  不是我不爱你                 | 0.7877 |
|  651  | Thread-2  |                   老师辛苦了                  | 0.7873 |
|  652  | Thread-3  |                 杜鹃那山满坡红                | 0.7872 |
|  653  | Thread-8  |                   人在江湖漂                  | 0.7870 |
|  654  | Thread-2  |                    幻影舞剧                   | 0.7869 |
|  655  | Thread-3  |                   她不爱我了                  | 0.7868 |
|  656  | Thread-8  |                   多情东江水                  | 0.7868 |
|  657  | Thread-6  |                      渺小                     | 0.7866 |
|  658  | Thread-1  |                 难拟捉摸你的心                | 0.7865 |
|  659  | Thread-1  |                离不开你(影视剧)               | 0.7865 |
|  660  | Thread-7  |                 See_You_Later                 | 0.7861 |
|  661  | Thread-2  |               挽一抹微笑迎接明天              | 0.7860 |
|  662  | Thread-5  |                第九分钟不再联系               | 0.7856 |
|  663  | Thread-8  |                   马车夫之恋                  | 0.7855 |
|  664  | Thread-6  |                DJ-We_ve_Got_It                | 0.7851 |
|  665  | Thread-9  |                    快速搜画                   | 0.7849 |
|  666  | Thread-7  |                  蝶恋花(MTV)                  | 0.7848 |
|  667  | Thread-7  |                    空留回忆                   | 0.7847 |
|  668  | Thread-5  |                   左眼皮跳跳                  | 0.7847 |
|  669  | Thread-8  |                    隐身守候                   | 0.7844 |
|  670  | Thread-10 |                     一辈子                    | 0.7843 |
|  671  | Thread-10 |                    不再想念                   | 0.7842 |
|  672  | Thread-9  |                     龙船调                    | 0.7842 |
|  673  | Thread-9  |               可不可以爱你(MTV)               | 0.7837 |
|  674  | Thread-4  |       我的心里只有你没有他之慢摇(欣赏版)      | 0.7836 |
|  675  | Thread-8  |                       问                      | 0.7836 |
|  676  | Thread-3  |                    人民公仆                   | 0.7831 |
|  677  | Thread-2  |                   最后还是会                  | 0.7825 |
|  678  | Thread-9  |                       谜                      | 0.7825 |
|  679  | Thread-4  |                     半个吻                    | 0.7822 |
|  680  | Thread-2  |                    生命的星                   | 0.7822 |
|  681  | Thread-6  |                 选择难过(高清)                | 0.7821 |
|  682  | Thread-3  |                    人间仙道                   | 0.7819 |
|  683  | Thread-7  |                      记得                     | 0.7812 |
|  684  | Thread-6  |               阿娜尔汗我的黑眼睛              | 0.7811 |
|  685  | Thread-7  |                    分手天才                   | 0.7809 |
|  686  | Thread-5  |                   男人要干脆                  | 0.7808 |
|  687  | Thread-4  |                    我就是我                   | 0.7804 |
|  688  | Thread-2  |                      尘埃                     | 0.7804 |
|  689  | Thread-8  |                     牧马人                    | 0.7803 |
|  690  | Thread-2  |                   爱在云之南                  | 0.7802 |
|  691  | Thread-6  |                 断了思念(MTV)                 | 0.7799 |
|  692  | Thread-5  |                  三生石(高清)                 | 0.7797 |
|  693  | Thread-9  |                 沙漠王子-叹月                 | 0.7793 |
|  694  | Thread-3  |                    神韵飘香                   | 0.7789 |
|  695  | Thread-9  |                   雪来的时候                  | 0.7788 |
|  696  | Thread-5  |                  莲花颂(MTV)                  | 0.7784 |
|  697  | Thread-7  |                 随堂测验(MTV)                 | 0.7784 |
|  698  | Thread-7  |    Medley：但愿人长久/泪的小雨/小城故事...    | 0.7784 |
|  699  | Thread-8  |                 阿啦家园(MTV)                 | 0.7783 |
|  700  | Thread-10 |                   我是阳光的                  | 0.7783 |
|  701  | Thread-3  |                      希望                     | 0.7780 |
|  702  | Thread-8  |                       走                      | 0.7780 |
|  703  | Thread-5  |                    灵魂有罪                   | 0.7778 |
|  704  | Thread-2  |                    身骑白马                   | 0.7765 |
|  705  | Thread-1  |                 兄弟的话(MTV)                 | 0.7760 |
|  706  | Thread-8  |                  淮河营(MTV)                  | 0.7756 |
|  707  | Thread-3  |                   梦(演唱会)                  | 0.7756 |
|  708  | Thread-1  |                    美丽夕阳                   | 0.7755 |
|  709  | Thread-3  |                  桂花酿(MTV)                  | 0.7754 |
|  710  | Thread-8  |                      眷恋                     | 0.7754 |
|  711  | Thread-6  |                   Sexy_Lady                   | 0.7753 |
|  712  | Thread-6  |                 Don`T_Runaway                 | 0.7749 |
|  713  | Thread-3  |                     放过我                    | 0.7746 |
|  714  | Thread-2  |                 天长地久(MTV)                 | 0.7739 |
|  715  | Thread-1  |                永远永远(影视剧)               | 0.7737 |
|  716  | Thread-4  |               未来更精彩(FLASH)               | 0.7737 |
|  717  | Thread-2  |               我的心透明得看得见              | 0.7723 |
|  718  | Thread-6  |                    游离人生                   | 0.7716 |
|  719  | Thread-2  |             You_Are_My_Everything             | 0.7710 |
|  720  | Thread-10 |                  爱已无法回首                 | 0.7700 |
|  721  | Thread-6  |                      男人                     | 0.7700 |
|  722  | Thread-6  |              是不是爱情已走到尽头             | 0.7698 |
|  723  | Thread-8  |          天路(我是歌手第三季)(演唱会)         | 0.7696 |
|  724  | Thread-2  |                  你是我的女人                 | 0.7695 |
|  725  | Thread-1  |                故乡之歌(演唱会)               | 0.7691 |
|  726  | Thread-5  |                   Sometimes                   | 0.7690 |
|  727  | Thread-9  |                  哈达似的白云                 | 0.7690 |
|  728  | Thread-7  |                  留下来(MTV)                  | 0.7690 |
|  729  | Thread-2  |                    红袖添香                   | 0.7689 |
|  730  | Thread-1  |                    破碎梦境                   | 0.7686 |
|  731  | Thread-6  |                     开学了                    | 0.7680 |
|  732  | Thread-7  |                      数悔                     | 0.7680 |
|  733  | Thread-8  |                  午夜的咖啡厅                 | 0.7679 |
|  734  | Thread-2  |                    酒鬼老爸                   | 0.7678 |
|  735  | Thread-2  |                    故乡草原                   | 0.7678 |
|  736  | Thread-4  |                    曾经的爱                   | 0.7674 |
|  737  | Thread-7  |                 萌萌哒(非原人)                | 0.7671 |
|  738  | Thread-9  |                 不爱你还能爱谁                | 0.7667 |
|  739  | Thread-3  |               台北下着雨的星期天              | 0.7666 |
|  740  | Thread-9  |                  云朵上的羌寨                 | 0.7665 |
|  741  | Thread-3  |                   重归苏联托                  | 0.7664 |
|  742  | Thread-5  |                    谈情说爱                   | 0.7659 |
|  743  | Thread-7  |                   雨天的尾巴                  | 0.7658 |
|  744  | Thread-9  |           毛主席的话儿记在我们心坎里          | 0.7657 |
|  745  | Thread-7  |                    最后一眼                   | 0.7653 |
|  746  | Thread-10 |                   拉着你的手                  | 0.7650 |
|  747  | Thread-5  |                  幸福(影视剧)                 | 0.7644 |
|  748  | Thread-2  |                      还行                     | 0.7641 |
|  749  | Thread-5  |                    忘了爱我                   | 0.7639 |
|  750  | Thread-10 |                   那就这样吧                  | 0.7639 |
|  751  | Thread-10 |                  跌倒醒(MTV)                  | 0.7637 |
|  752  | Thread-2  |                   天空的颜色                  | 0.7636 |
|  753  | Thread-4  |                 我不想飞的太高                | 0.7635 |
|  754  | Thread-2  |                 爱越界(演唱会)                | 0.7633 |
|  755  | Thread-1  |                  节奏与布鲁士                 | 0.7632 |
|  756  | Thread-10 |                      换约                     | 0.7632 |
|  757  | Thread-9  |          被遗忘的时光/我愿意(演唱会)          | 0.7631 |
|  758  | Thread-8  |                  只有一个自己                 | 0.7631 |
|  759  | Thread-4  |                  伤心二零一三                 | 0.7624 |
|  760  | Thread-6  |                   过得比我好                  | 0.7622 |
|  761  | Thread-3  |                     黄皮肤                    | 0.7622 |
|  762  | Thread-8  |                   我有一颗心                  | 0.7618 |
|  763  | Thread-7  |                我爱你却要离开你               | 0.7614 |
|  764  | Thread-7  |                    想对你说                   | 0.7611 |
|  765  | Thread-7  |                   游园(MTV)                   | 0.7606 |
|  766  | Thread-6  |                不败的梦想(高清)               | 0.7602 |
|  767  | Thread-10 |                     跳皮筋                    | 0.7599 |
|  768  | Thread-1  |                      初恋                     | 0.7598 |
|  769  | Thread-5  |        诸葛亮吊孝-历艰辛保皇叔重把业创        | 0.7597 |
|  770  | Thread-5  |             California_Hotel(MTV)             | 0.7595 |
|  771  | Thread-6  |               谢谢侬(新版)(MTV)               | 0.7592 |
|  772  | Thread-6  |                   一把小雨伞                  | 0.7590 |
|  773  | Thread-2  |                    袖手旁观                   | 0.7586 |
|  774  | Thread-2  |                 其实我们很可怜                | 0.7586 |
|  775  | Thread-2  |                   生日颂中三                  | 0.7583 |
|  776  | Thread-3  |                  当爱在的时候                 | 0.7580 |
|  777  | Thread-4  |                      游泳                     | 0.7580 |
|  778  | Thread-6  |                    今儿是年                   | 0.7578 |
|  779  | Thread-5  |                   幸福的约定                  | 0.7577 |
|  780  | Thread-6  |                Love_Me_Tonight                | 0.7577 |
|  781  | Thread-1  |                    秋天来了                   | 0.7575 |
|  782  | Thread-6  |                  有情郎(MTV)                  | 0.7575 |
|  783  | Thread-10 |                    恋爱视窗                   | 0.7573 |
|  784  | Thread-10 |                   最后的831                   | 0.7572 |
|  785  | Thread-6  |              难道你真的不曾爱过我             | 0.7568 |
|  786  | Thread-6  |                 福星拱照耀门庭                | 0.7567 |
|  787  | Thread-8  |                  不孤单(MTV)                  | 0.7564 |
|  788  | Thread-2  |                   过得比我好                  | 0.7563 |
|  789  | Thread-10 |                    神秘女郎                   | 0.7560 |
|  790  | Thread-9  |                     夜来香                    | 0.7553 |
|  791  | Thread-10 |                 像雾像雨又像风                | 0.7553 |
|  792  | Thread-10 |                    外貌协会                   | 0.7552 |
|  793  | Thread-2  |                    踏车小唱                   | 0.7550 |
|  794  | Thread-1  |                    新春颂献                   | 0.7547 |
|  795  | Thread-10 |                  Love_Me_Boy                  | 0.7544 |
|  796  | Thread-2  |                   夏天的微笑                  | 0.7544 |
|  797  | Thread-5  |                   牧歌(MTV)                   | 0.7542 |
|  798  | Thread-10 |                     紫藤花                    | 0.7541 |
|  799  | Thread-7  |                   结婚那么贵                  | 0.7539 |
|  800  | Thread-9  |                爱你还是不该爱你               | 0.7539 |
|  801  | Thread-3  |                    故园家山                   | 0.7538 |
|  802  | Thread-3  |              北京的金山上(演唱会)             | 0.7536 |
|  803  | Thread-5  |                     恶之华                    | 0.7533 |
|  804  | Thread-4  |                  我多情你薄情                 | 0.7531 |
|  805  | Thread-5  |                 拓荒牛(演唱会)                | 0.7529 |
|  806  | Thread-10 |                    剑雨浮生                   | 0.7528 |
|  807  | Thread-10 |                     来生缘                    | 0.7527 |
|  808  | Thread-1  |                   如果再相见                  | 0.7522 |
|  809  | Thread-2  |                 情丝万缕(MTV)                 | 0.7521 |
|  810  | Thread-8  |                    慌(MTV)                    | 0.7520 |
|  811  | Thread-4  |                     勾一勾                    | 0.7520 |
|  812  | Thread-3  |                   十二月战役                  | 0.7520 |
|  813  | Thread-9  |                     油菜花                    | 0.7516 |
|  814  | Thread-1  |                     桃花转                    | 0.7516 |
|  815  | Thread-8  |                     放得下                    | 0.7514 |
|  816  | Thread-5  |              爱情自有天意(影视剧)             | 0.7513 |
|  817  | Thread-1  |                      家乡                     | 0.7511 |
|  818  | Thread-9  |               飘动的篝火(演唱会)              | 0.7510 |
|  819  | Thread-5  |                     泪满天                    | 0.7508 |
|  820  | Thread-7  |                   至少还有你                  | 0.7506 |
|  821  | Thread-4  |                   别和他一样                  | 0.7505 |
|  822  | Thread-3  |               一生有你有我(MTV)               | 0.7505 |
|  823  | Thread-10 |                   如果让你懂                  | 0.7500 |
|  824  | Thread-9  |               让世界充满爱(高清)              | 0.7499 |
|  825  | Thread-4  |                   花开的季节                  | 0.7493 |
|  826  | Thread-2  |                   晚安我的爱                  | 0.7492 |
|  827  | Thread-3  |                     我愿意                    | 0.7492 |
|  828  | Thread-5  |            喜年一开财富来^飞跃新年            | 0.7489 |
|  829  | Thread-10 |              我是个很容易掏心的人             | 0.7488 |
|  830  | Thread-2  |                 雨樱花(演唱会)                | 0.7487 |
|  831  | Thread-1  |                闪亮的心永远爱你               | 0.7484 |
|  832  | Thread-9  |            明天你是否依然爱我(MTV)            | 0.7481 |
|  833  | Thread-9  |                    来去今生                   | 0.7480 |
|  834  | Thread-5  |                      过客                     | 0.7477 |
|  835  | Thread-10 |                     大妹子                    | 0.7475 |
|  836  | Thread-10 |                    何必痴情                   | 0.7471 |
|  837  | Thread-8  |                     我不当                    | 0.7470 |
|  838  | Thread-2  |                      祈求                     | 0.7467 |
|  839  | Thread-2  |               杏花溪之恋(演唱会)              | 0.7467 |
|  840  | Thread-1  |                  你是另一个我                 | 0.7466 |
|  841  | Thread-8  |                    甘心情愿                   | 0.7462 |
|  842  | Thread-10 |                    天空角落                   | 0.7457 |
|  843  | Thread-1  |                  华佗在(高清)                 | 0.7456 |
|  844  | Thread-10 |                    过度情人                   | 0.7455 |
|  845  | Thread-3  |                一个人唱歌的时候               | 0.7455 |
|  846  | Thread-6  |                    中国军魂                   | 0.7454 |
|  847  | Thread-10 |                   抉择(MTV)                   | 0.7454 |
|  848  | Thread-4  |                    我的情人                   | 0.7453 |
|  849  | Thread-7  |               康城赛马歌(FLASH)               | 0.7445 |
|  850  | Thread-8  |                   勇敢说出爱                  | 0.7444 |
|  851  | Thread-9  |                 今天开始(MTV)                 | 0.7443 |
|  852  | Thread-7  |               北京long_Stay(MTV)              | 0.7438 |
|  853  | Thread-7  |              西施-水殿风来秋气紧              | 0.7434 |
|  854  | Thread-2  |                     谢谢你                    | 0.7432 |
|  855  | Thread-1  |                   雨后(MTV)                   | 0.7429 |
|  856  | Thread-2  |                      之前                     | 0.7426 |
|  857  | Thread-5  |               寂寞的时候别唱情歌              | 0.7422 |
|  858  | Thread-3  |                 分手以后(MTV)                 | 0.7418 |
|  859  | Thread-1  |                     微恋爱                    | 0.7414 |
|  860  | Thread-1  |                   亲爱的大叔                  | 0.7414 |
|  861  | Thread-7  |                 不再回头(MTV)                 | 0.7413 |
|  862  | Thread-4  |                   神秘的夜晚                  | 0.7413 |
|  863  | Thread-10 |                     不还你                    | 0.7412 |
|  864  | Thread-8  |                 内人广林(高清)                | 0.7403 |
|  865  | Thread-5  |                   悲催的姐妹                  | 0.7401 |
|  866  | Thread-10 |                    冷血动物                   | 0.7397 |
|  867  | Thread-7  |                  爱上你没有错                 | 0.7397 |
|  868  | Thread-7  |                     风火轮                    | 0.7396 |
|  869  | Thread-8  |                      奇迹                     | 0.7395 |
|  870  | Thread-4  |                  第一号女朋友                 | 0.7394 |
|  871  | Thread-2  |                  用尽一生痴情                 | 0.7393 |
|  872  | Thread-5  |                    意乱情迷                   | 0.7386 |
|  873  | Thread-5  |                      炫耀                     | 0.7386 |
|  874  | Thread-4  |                     春天里                    | 0.7384 |
|  875  | Thread-8  |                   Just_Once                   | 0.7382 |
|  876  | Thread-4  |                      本來                     | 0.7381 |
|  877  | Thread-2  |                    男人的好                   | 0.7377 |
|  878  | Thread-2  |                   默默地祝福                  | 0.7375 |
|  879  | Thread-5  |                    爱了累了                   | 0.7374 |
|  880  | Thread-5  |                   给我个痛快                  | 0.7372 |
|  881  | Thread-1  |                 驿动的心(MTV)                 | 0.7372 |
|  882  | Thread-5  |                    你最耀眼                   | 0.7369 |
|  883  | Thread-8  |                     芙蓉花                    | 0.7368 |
|  884  | Thread-1  |                    守株待兔                   | 0.7367 |
|  885  | Thread-4  |               伤我最深的男人是你              | 0.7367 |
|  886  | Thread-4  |                    做个男人                   | 0.7367 |
|  887  | Thread-8  |                      冷暖                     | 0.7365 |
|  888  | Thread-7  |                    说来话长                   | 0.7365 |
|  889  | Thread-1  |                 望星空(演唱会)                | 0.7364 |
|  890  | Thread-6  |                     Melody                    | 0.7363 |
|  891  | Thread-6  |                      傻瓜                     | 0.7363 |
|  892  | Thread-9  |                  敬男人(高清)                 | 0.7361 |
|  893  | Thread-8  |                     梦无尽                    | 0.7360 |
|  894  | Thread-9  |                你怎么舍得我难过               | 0.7360 |
|  895  | Thread-7  |                魂索旧梦(演唱会)               | 0.7359 |
|  896  | Thread-10 |                      蜜蜜                     | 0.7356 |
|  897  | Thread-2  |                      天规                     | 0.7356 |
|  898  | Thread-9  |                 香巴拉并不遥远                | 0.7355 |
|  899  | Thread-1  |                99%＆1%(演唱会)                | 0.7354 |
|  900  | Thread-9  |                  神马都是浮云                 | 0.7354 |
|  901  | Thread-6  |                   99姑娘酒窝                  | 0.7354 |
|  902  | Thread-6  |                 小小羊儿要回家                | 0.7351 |
|  903  | Thread-9  |                  我的秘密花园                 | 0.7351 |
|  904  | Thread-6  |                   如果你愿意                  | 0.7348 |
|  905  | Thread-7  |                     代言人                    | 0.7347 |
|  906  | Thread-7  |                 六月荷花结莲心                | 0.7341 |
|  907  | Thread-2  |                  桃花妆(MTV)                  | 0.7340 |
|  908  | Thread-9  |                    死而无憾                   | 0.7339 |
|  909  | Thread-1  |                 爱上寂寞爱上烟                | 0.7338 |
|  910  | Thread-2  |                  我依然爱着你                 | 0.7338 |
|  911  | Thread-7  |                     欧若拉                    | 0.7333 |
|  912  | Thread-7  |                 爱你到底为什么                | 0.7331 |
|  913  | Thread-4  |                     凡人歌                    | 0.7331 |
|  914  | Thread-4  |                   小50(MTV)                   | 0.7331 |
|  915  | Thread-2  |                    小小的我                   | 0.7330 |
|  916  | Thread-2  |                   从小卖蒸馍                  | 0.7329 |
|  917  | Thread-10 |                     老阿姨                    | 0.7326 |
|  918  | Thread-1  |                 除了你爱不再有                | 0.7326 |
|  919  | Thread-8  |                     甘蔗甜                    | 0.7325 |
|  920  | Thread-2  |                   我不是天使                  | 0.7324 |
|  921  | Thread-1  |                   听，我爱你                  | 0.7322 |
|  922  | Thread-6  |                  感谢(演唱会)                 | 0.7322 |
|  923  | Thread-6  |                    深情不移                   | 0.7319 |
|  924  | Thread-1  |                   格玛(MTV)                   | 0.7319 |
|  925  | Thread-5  |                     郭亚利                    | 0.7314 |
|  926  | Thread-3  |                  I_Will_Smile                 | 0.7312 |
|  927  | Thread-1  |                    悲伤情歌                   | 0.7312 |
|  928  | Thread-9  |                 老朋友我想你了                | 0.7311 |
|  929  | Thread-6  |                我站在草原唱情歌               | 0.7310 |
|  930  | Thread-1  |                 你现在还爱我吗                | 0.7310 |
|  931  | Thread-2  |                    魂萦旧梦                   | 0.7309 |
|  932  | Thread-5  |                      泪花                     | 0.7309 |
|  933  | Thread-3  |                你的选择(演唱会)               | 0.7308 |
|  934  | Thread-5  |                    回到从前                   | 0.7308 |
|  935  | Thread-2  |                   爱情沙尘暴                  | 0.7307 |
|  936  | Thread-5  |                      春歌                     | 0.7302 |
|  937  | Thread-3  |                    隐身守候                   | 0.7302 |
|  938  | Thread-7  |                下个路口见(MTV)                | 0.7301 |
|  939  | Thread-9  |                   为人民幸福                  | 0.7301 |
|  940  | Thread-1  |                    完美夏天                   | 0.7300 |
|  941  | Thread-2  |                     水长流                    | 0.7300 |
|  942  | Thread-10 |                 2999年的圣诞节                | 0.7299 |
|  943  | Thread-3  |                      留恋                     | 0.7298 |
|  944  | Thread-4  |              做你怀里的那只猫2013             | 0.7296 |
|  945  | Thread-3  |                     纱的吻                    | 0.7294 |
|  946  | Thread-3  |             家庭礼貌称呼歌+小妹妹             | 0.7293 |
|  947  | Thread-1  |              阿尔斯楞的眼睛(MTV)              | 0.7293 |
|  948  | Thread-5  |              Christmas_Love(MTV)              | 0.7292 |
|  949  | Thread-6  |                    恋曲1999                   | 0.7292 |
|  950  | Thread-6  |                     黑白世                    | 0.7290 |
|  951  | Thread-10 |                      叶子                     | 0.7287 |
|  952  | Thread-8  |                     老友记                    | 0.7280 |
|  953  | Thread-2  |                      小路                     | 0.7280 |
|  954  | Thread-10 |                     金屏风                    | 0.7279 |
|  955  | Thread-5  |                  认错(演唱会)                 | 0.7277 |
|  956  | Thread-9  |                   为你做的菜                  | 0.7273 |
|  957  | Thread-10 |                    永生难忘                   | 0.7272 |
|  958  | Thread-1  |                  我多情你薄情                 | 0.7271 |
|  959  | Thread-10 |                    空留回忆                   | 0.7271 |
|  960  | Thread-2  |                     吻和泪                    | 0.7269 |
|  961  | Thread-6  |                  样样红-恰恰                  | 0.7264 |
|  962  | Thread-2  |                    幸福水岸                   | 0.7262 |
|  963  | Thread-4  |                    伤心农场                   | 0.7262 |
|  964  | Thread-10 |                 别再想起我是谁                | 0.7260 |
|  965  | Thread-3  |                    樱桃可乐                   | 0.7257 |
|  966  | Thread-2  |                      Life                     | 0.7253 |
|  967  | Thread-1  |                    不如不要                   | 0.7250 |
|  968  | Thread-2  |                   新欢与旧爱                  | 0.7250 |
|  969  | Thread-5  |                  我在这儿等你                 | 0.7249 |
|  970  | Thread-3  |               化学心情的爱情反应              | 0.7247 |
|  971  | Thread-2  |                   恭喜大发财                  | 0.7247 |
|  972  | Thread-4  |                   Duang火啦                   | 0.7246 |
|  973  | Thread-8  |                      想念                     | 0.7244 |
|  974  | Thread-2  |                你愿意做我女友吗               | 0.7240 |
|  975  | Thread-3  |                  你是谁我是谁                 | 0.7236 |
|  976  | Thread-4  |                 心肝宝贝(高清)                | 0.7235 |
|  977  | Thread-7  |                 等待花开的日子                | 0.7231 |
|  978  | Thread-10 |                      被动                     | 0.7230 |
|  979  | Thread-7  |                    思念如海                   | 0.7229 |
|  980  | Thread-2  |               这不是我想要的结果              | 0.7228 |
|  981  | Thread-2  |                    蒙娜丽莎                   | 0.7227 |
|  982  | Thread-9  |                    梦中回家                   | 0.7227 |
|  983  | Thread-9  |                   简单的快乐                  | 0.7221 |
|  984  | Thread-1  |                   想你在梦里                  | 0.7220 |
|  985  | Thread-2  |                  爱蒙住我的眼                 | 0.7219 |
|  986  | Thread-1  |                那鲁湾情歌(MTV)                | 0.7213 |
|  987  | Thread-4  |                    幸福生活                   | 0.7212 |
|  988  | Thread-10 |                    沉默玩具                   | 0.7212 |
|  989  | Thread-4  |                    情人朋友                   | 0.7210 |
